"question_id","view_count","answer_count","score"
5644836,51652,5,88
34165731,91270,5,88
719705,52063,7,88
1496346,60130,4,88
3425320,60275,5,88
17373161,92394,3,88
19021765,27150,2,88
5445080,38632,6,88
3542881,44753,3,88
364802,53730,6,88
47007680,10532,8,88
4045161,45703,9,88
13651117,57472,5,88
19676538,48349,3,88
21018654,43658,3,88
10978869,57417,3,88
9449101,29403,2,88
1095543,54587,3,88
35036126,6883,3,88
20939299,41289,3,88
3536620,40124,3,88
20383647,29415,7,88
15724093,45366,3,88
1934914,24334,8,88
11728836,6783,1,88
5764782,93169,5,87
18551458,83043,4,87
48608894,50048,6,87
18967441,66641,9,87
5666576,66120,9,87
4370745,19771,1,87
16607704,83723,5,87
1987468,39295,3,87
2799064,93505,6,87
6473925,62082,8,87
5598524,80409,3,87
11093236,30318,2,87
22259847,85293,7,87
2344751,49270,10,87
24764549,52340,6,87
24295426,38167,1,87
1915376,26422,5,87
11489824,58244,4,87
43906048,56439,1,87
1816880,69028,3,87
1540673,59361,4,87
17602878,35580,10,87
14797375,68751,7,87
8972866,94852,3,87
10530315,2829,2,87
38295501,6994,1,87
37561991,71104,4,87
3580027,21735,2,87
3024153,46916,6,87
5836335,57941,5,86
3705670,70405,3,86
4628122,58724,8,86
4444923,83589,5,86
12007686,57251,5,86
2961509,88008,8,86
8920643,68412,5,86
15247075,69214,3,86
10394302,14155,6,86
422140,47626,6,86
1160579,16111,3,86
8561470,54195,4,86
10324393,74286,6,86
27710245,21549,1,86
25504149,25044,6,86
9371114,49132,1,86
265687,16036,6,86
54432583,10061,4,86
20288711,24972,6,86
944863,24753,1,86
6947988,20246,4,86
34342155,31977,3,86
16573802,77216,3,85
3728655,87486,8,85
7447284,95510,4,85
2158097,26042,3,85
1151658,51181,9,85
36603042,13989,5,85
1500718,50629,7,85
3850261,68599,3,85
11945321,82057,7,85
30279783,70520,5,85
14114729,94343,1,85
26483254,83340,6,85
36342899,43805,4,85
18204782,57356,4,85
697320,34768,3,85
15672151,27549,4,85
11068419,66270,3,85
6167923,19651,5,85
1605662,49829,7,85
4112265,54733,1,85
10417108,49512,1,85
6626810,29864,2,85
6854658,84780,3,85
4877290,78145,4,85
8968884,46369,4,85
5250744,58602,8,85
14343740,23122,6,85
15839555,45997,2,85
6198372,74678,8,85
1407837,27057,9,85
170337,19171,6,85
5218895,67846,10,84
4092528,81733,9,84
4950637,21409,4,84
3356964,63850,6,84
19726029,64332,4,84
1058712,89470,2,84
12118720,95488,6,84
8506897,58487,5,84
21584545,61278,6,84
799767,59447,7,84
187621,49680,8,84
12569452,90180,6,84
8459231,92075,3,84
1021464,40174,5,84
1739924,37512,9,84
27365467,67476,6,84
6974695,38255,5,84
13831549,37919,9,84
39038358,26076,6,84
119167,59812,3,84
816285,22828,4,84
2233883,40509,9,84
31340,38972,7,84
4306574,33757,1,84
905189,57883,5,84
29563832,3626,1,84
34486642,37616,2,84
14744068,51112,4,83
31617845,86108,7,83
942543,56583,4,83
15058462,95578,7,83
18641438,77543,6,83
47113029,74464,7,83
26320899,31046,2,83
2422798,90771,9,83
24870953,37203,5,83
1133857,87312,10,83
5247685,45076,3,83
27275236,74381,6,83
9010222,28472,5,83
30323224,23747,3,83
3077281,27021,4,83
3503719,65939,5,83
6028000,37545,7,83
7113032,90632,5,83
14546178,51347,2,83
2781682,65079,4,83
23248435,67851,1,83
1995418,27506,8,83
2912231,13417,3,83
8332443,30417,5,83
2960864,72429,7,83
1529002,13189,6,83
11453141,51990,1,83
34008010,6343,4,83
1205375,43255,8,83
551797,37357,5,83
23667610,26536,2,83
5458631,35568,2,83
14902181,18561,3,83
1888139,52664,2,83
18188563,59103,4,83
2640971,30580,10,83
1673071,30484,3,83
4519127,40892,3,83
17534106,64714,5,83
16849483,34216,2,83
1893598,87191,6,83
15541404,15057,2,83
18395725,90760,5,82
9508667,67051,9,82
16337511,73354,5,82
3606457,19775,3,82
36085185,4521,4,82
10532473,86009,5,82
27600207,34718,3,82
6432355,23320,4,82
5980042,89235,9,82
25773245,21994,5,82
14594120,86382,9,82
4352244,31168,5,82
11983024,70447,4,82
10652819,50234,1,82
2885190,79316,7,82
3551242,30619,6,82
4856583,92082,2,82
11868964,24740,4,82
12274606,35212,2,82
3431676,35241,2,82
32171917,43252,5,82
4352428,60549,4,82
6729268,44005,7,82
1238606,15538,2,82
24612395,31324,3,82
1393202,55048,7,82
3220280,61810,3,82
2191890,78766,2,82
1168914,62805,10,82
2533563,64199,7,82
1415924,34960,3,82
29751572,54717,7,82
15225557,81643,1,82
35898734,70341,7,82
10625190,35069,4,82
11179008,38001,2,82
1137161,32334,6,82
22856638,28805,1,82
9940674,33700,4,82
8849869,10313,6,82
21892989,26510,8,82
10335090,84152,5,81
110498,58506,7,81
10176226,47705,4,81
938429,32271,10,81
23103962,81963,5,81
21214270,80487,8,81
7981840,50976,5,81
1681208,60216,3,81
393843,85775,2,81
1143671,64888,8,81
33723771,9569,2,81
20905350,32596,2,81
13145368,90857,3,81
37863476,43838,3,81
15562446,95629,9,81
17782142,73101,4,81
22722976,31320,4,81
1171584,31085,6,81
1273211,23347,6,81
186857,83163,6,81
7583652,48208,2,81
8092920,48647,3,81
6943208,76423,8,81
34236252,57267,4,81
1241148,53614,6,81
26541416,33137,6,81
4951751,67417,3,81
4380879,34227,4,81
17785275,23792,5,81
7866128,74786,4,81
28331512,64039,2,81
32521140,8308,1,81
4212877,27813,2,81
11835396,22404,4,81
1596552,60338,6,80
1398022,74436,7,80
2140550,61390,9,80
7692324,13098,6,80
2950385,57987,2,80
5616822,53466,3,80
475871,53579,5,80
21784851,73640,3,80
1859959,86514,6,80
14864922,51492,3,80
9060653,14562,7,80
33640581,85459,9,80
34567770,4304,2,80
29813694,59602,5,80
2681243,85470,5,80
1959386,60360,3,80
7271385,89389,6,80
6336664,43263,5,80
3463240,26794,7,80
5136611,81202,9,80
61605,52636,9,80
911655,48499,7,80
10775894,38207,3,80
20327621,30789,8,80
13122137,93153,8,80
21123473,8316,4,80
1828187,17865,9,80
24629705,41873,4,80
2578752,45159,2,80
13886129,40478,1,80
2359253,17632,5,80
37091899,43476,5,80
42666046,59764,5,80
55684960,11896,7,79
19071199,69018,6,79
8347048,76170,8,79
651794,73821,4,79
10112614,94708,5,79
16891340,67967,6,79
30211923,49373,3,79
567622,43481,9,79
345991,90132,3,79
4840102,47979,6,79
5574042,58698,10,79
2929899,28912,5,79
16392921,80376,5,79
9044084,28553,6,79
26405380,93030,5,79
14583816,61492,7,79
21360361,62238,5,79
245792,15190,9,79
442343,72746,3,79
3922644,74261,5,79
4163964,51845,6,79
11418192,60424,5,79
36288670,32104,2,79
25876640,93178,1,79
4055860,16755,6,79
9908781,42454,2,79
3596979,27646,5,79
11312525,59455,3,79
8169001,14160,3,79
10199233,29599,5,79
5940180,25782,2,79
4778685,40897,1,79
8068019,5656,1,79
10664196,72220,5,79
4232923,24554,2,79
7634715,93032,1,79
11697887,31726,5,79
9490058,16211,3,79
961048,42712,5,79
26906630,63265,7,78
201461,75360,5,78
394770,52813,10,78
6540032,51875,4,78
15675672,87326,5,78
17118071,54969,2,78
1606436,11613,10,78
12268835,77027,3,78
1589058,83306,6,78
34471102,66445,1,78
16008670,84811,4,78
10526579,59282,5,78
14327036,49834,4,78
4209467,52105,5,78
5812960,65563,4,78
21303224,31198,6,78
11147667,51307,8,78
7389759,45892,6,78
5314711,61582,4,78
1779288,39283,8,78
15008380,83301,1,78
33165734,73545,3,78
3522372,41002,6,78
47034888,43911,2,78
7948291,60580,4,78
6777485,62283,8,78
5979513,40114,4,78
8396101,47197,2,78
24689967,4668,6,78
2390827,82685,5,78
929029,28858,8,78
14733871,49755,1,78
3781522,21339,4,78
14688306,29258,8,78
9795315,93595,4,78
7014953,54418,8,78
27342149,25274,1,78
9586346,12402,2,78
2855378,17859,4,78
40018398,3364,2,78
20075884,92381,3,78
10382253,88658,1,78
1591319,14751,7,78
17557074,67230,7,78
15411498,2589,1,78
17299581,7162,10,77
27630114,33464,4,77
5663980,95627,5,77
2603956,60952,9,77
4411049,43470,3,77
16459890,42023,2,77
10372877,93311,4,77
7946798,28962,9,77
11150343,44431,9,77
15894182,4470,4,77
40955302,10282,7,77
14261474,71968,3,77
4814970,53532,3,77
26998223,38068,2,77
3824455,91758,9,77
4914008,50239,10,77
9532499,76008,5,77
45053461,20765,10,77
3833011,48804,3,77
7503241,64695,4,77
3633140,54783,3,77
510406,28385,4,77
785058,44237,5,77
5105482,61065,4,77
6431973,83388,7,77
19389910,56218,6,77
10238473,41620,5,77
7404116,34092,9,77
4851463,24797,6,77
1611799,26059,5,77
4228637,54478,2,77
589284,35195,7,77
5561701,28418,5,77
32550487,73496,3,77
2671376,26475,9,77
16414744,36607,2,77
7168508,66894,3,77
11164144,29582,2,77
58259682,5660,7,77
5669878,80441,5,77
25184097,87697,3,77
11142397,53183,6,77
45594707,45964,4,77
2187821,62385,9,77
256417,47298,1,77
10586787,30247,2,77
29466663,42990,3,76
1190206,60740,7,76
2690521,82882,2,76
4140437,60169,8,76
8955448,49207,10,76
2579840,86375,8,76
49005651,12560,4,76
19078325,84089,6,76
11769366,29196,3,76
2745329,82266,10,76
2715847,74280,6,76
880188,29075,3,76
31029560,92239,5,76
3772260,34128,10,76
11836436,46239,6,76
8123674,19310,4,76
33949786,78127,8,76
1873806,65782,8,76
8372703,21314,9,76
223990,92705,5,76
35760943,66640,8,76
17558552,43248,5,76
10918682,73990,5,76
4308527,82534,3,76
564695,51980,8,76
24377506,12551,3,76
955986,85014,6,76
141449,38690,4,76
14105452,76244,1,76
17909294,41293,3,76
13131400,39941,8,76
36548518,5465,2,76
2375403,38459,5,76
19848082,2347,6,76
31866796,63379,2,76
2646157,24789,6,76
1055360,23659,7,76
16782323,46107,3,76
2360249,9438,5,76
526469,49334,3,76
37970424,20441,2,76
18159911,3219,10,76
2438473,34560,9,75
5320871,53291,5,75
6386172,26301,7,75
38149470,7010,5,75
1790520,72512,6,75
3140779,86521,10,75
10739843,14892,7,75
3425439,84371,6,75
50501787,62938,2,75
4209641,40011,3,75
18554920,94277,3,75
23441657,93942,5,75
16655097,49205,5,75
15231359,32021,4,75
3829742,91591,5,75
1101508,63501,6,75
14500183,86213,6,75
13685386,49668,5,75
11927715,90239,3,75
3325467,70190,4,75
6343330,84133,8,75
3754240,72001,4,75
9482550,31822,3,75
5953205,41284,6,75
5477134,25674,8,75
5464627,6554,3,75
45273731,78238,2,75
38601440,24446,3,75
7739810,51879,3,75
15148496,88885,10,75
56942670,13662,8,75
34578168,62590,3,75
1352528,31936,6,75
30940167,19262,2,75
5910703,26280,6,75
19559247,25203,2,75
9721884,75993,1,75
2825452,29053,5,75
12059509,52450,2,75
1318406,25327,6,75
27435284,19230,3,75
17001010,48292,7,75
1313812,41636,5,75
12433233,55772,3,75
1728472,14528,5,75
24170519,59692,2,75
3942303,40523,2,75
43658870,21757,3,75
15171695,7087,1,75
4109552,20138,2,75
32815451,23006,2,75
9337149,16707,6,75
2511300,31534,7,75
24039023,83722,3,75
29208984,7137,3,75
4111640,50394,4,74
20638040,61367,9,74
869229,50719,5,74
23289547,47297,6,74
2896623,61853,6,74
6314841,41787,2,74
20528328,33219,6,74
20230326,52700,6,74
10995172,51868,3,74
1990502,29592,7,74
34220532,86457,9,74
9183936,48136,3,74
3691101,76732,6,74
13865596,87357,7,74
18108521,43019,2,74
13069634,70005,5,74
699177,14156,7,74
13921647,85588,2,74
40666316,94126,4,74
6855710,70404,4,74
32957708,46974,2,74
20428636,41589,3,74
9395587,35729,6,74
2668909,33397,9,74
2724260,20087,3,74
2018512,55124,3,74
7016056,66247,4,74
11783025,58785,2,74
3128669,94931,6,74
21441259,51238,2,74
15301999,44557,5,74
10867028,70074,3,74
3346124,35439,6,74
3609852,23934,8,74
27522626,22568,3,74
35245401,33729,3,74
35339139,25585,1,74
17975471,72957,2,74
54613753,3077,2,74
36797282,19466,2,74
65076,90015,6,74
7986567,69508,2,74
6475314,78552,4,74
4264634,87307,5,74
25314547,17094,1,74
3603581,27302,2,74
14384739,83132,2,74
22698478,7881,1,74
16483625,5795,5,74
1022141,88161,5,73
3929433,28021,5,73
683273,10983,10,73
962962,57716,8,73
24079976,20818,3,73
17649875,54139,9,73
8136788,80506,5,73
7099290,66934,7,73
30357276,54185,5,73
22058048,78646,5,73
12459811,95034,2,73
14617136,25253,10,73
3584243,67266,3,73
1593019,54767,10,73
73781,76963,7,73
19329601,33874,9,73
7523767,32235,5,73
41920124,46856,7,73
45981950,60263,5,73
19714041,14091,4,73
60805,26856,9,73
13176968,38167,9,73
5166473,86149,4,73
13054057,48224,4,73
2903827,14223,6,73
29767310,51965,6,73
9807634,61254,8,73
1252357,67808,4,73
4989763,52215,4,73
19213789,67596,3,73
355539,42687,3,73
1739913,77753,2,73
26080872,72695,3,73
16073865,59831,1,73
15837729,59460,2,73
17106288,92010,2,73
4981815,92523,4,73
20033111,85017,3,73
3711184,30561,4,73
16628819,66773,7,73
26277757,21822,2,73
14225676,57108,2,73
25135328,6213,2,73
3569134,23661,4,73
37293642,43261,4,73
991926,45816,8,73
29281935,61051,1,73
17326973,47184,10,73
14205096,18525,4,73
6193556,40447,4,73
2074514,15723,6,73
40015439,51109,4,73
25011078,42829,1,73
